Data,Ar pritariate parengtam Vokiečių gatvės rekonstrukcijos projektui?,"Ar manot, kad tikslinga joje įrengti  Lietuvos garsių meno ir kultūros veikėjų įamžinimo vietą?"
7/28/15 14:31,Ne,Ne
7/28/15 14:17,Taip,Ne
7/28/15 13:23,Ne,Ne
7/28/15 12:55,Taip,Ne
7/28/15 12:44,Ne,Ne
7/28/15 12:43,Ne,Taip
7/28/15 12:28,Ne,Taip
7/28/15 12:13,Ne,Ne
7/28/15 12:13,Ne,Ne
7/28/15 12:06,Taip,Ne
7/28/15 11:43,Taip,Ne
7/28/15 11:37,Taip,Taip
7/28/15 11:22,Ne,Taip
7/28/15 11:03,Ne,Taip
7/28/15 11:02,Ne,Ne
7/28/15 11:02,Taip,Ne
7/28/15 11:02,Ne,Taip
7/28/15 11:02,Ne,Ne
7/28/15 11:01,Ne,Taip
7/28/15 11:01,Ne,Taip
7/28/15 11:00,Ne,Ne
7/28/15 10:39,Ne,Ne
7/28/15 10:20,Taip,Ne
7/28/15 10:11,Ne,Taip
7/28/15 10:07,Ne,Ne
7/28/15 9:51,Ne,Ne
7/28/15 9:51,Ne,Ne
7/28/15 9:51,Ne,Ne
7/28/15 9:51,Ne,Ne
7/28/15 9:51,Ne,Ne
7/28/15 9:51,Ne,Ne
7/28/15 9:51,Ne,Ne
7/28/15 9:50,Ne,Ne
7/28/15 9:50,Ne,Ne
7/28/15 9:50,"Jei ne, kodėl? Jūsų pasiūlymai. Medis irgi istorinė vertybė.Po rekonstrukcijos neliks želdinių.",Ne
7/28/15 9:48,"Jei ne, kodėl? Jūsų pasiūlymai. Prieštarauju,nes savivaldybės klerkams rūpi iškirsti medžius",Ne
7/28/15 9:37,Ne,Ne
7/28/15 9:37,Ne,Ne
7/28/15 9:37,Ne,Taip
7/28/15 9:35,Ne,Taip
7/28/15 9:35,Ne,Taip
7/28/15 9:35,Ne,Ne
7/28/15 9:34,Ne,Ne
7/28/15 9:34,Ne,Taip
7/28/15 9:33,Ne,Ne
7/28/15 9:33,Ne,Taip
7/28/15 9:33,Ne,Taip
7/28/15 9:32,Ne,Ne
7/28/15 9:32,Ne,Ne
7/28/15 9:32,Ne,Taip
7/28/15 9:31,Ne,Ne
7/28/15 9:31,Ne,Taip
7/28/15 9:30,Ne,Ne
7/28/15 9:29,Ne,Ne
7/28/15 9:29,Taip,Ne
7/28/15 9:28,Ne,Ne
7/28/15 8:57,Taip,Ne
7/28/15 8:52,Taip,Ne
7/28/15 8:50,Taip,Taip
7/28/15 8:31,Taip,Taip
7/28/15 8:25,Ne,Ne
7/28/15 8:24,Ne,Ne
7/28/15 8:23,Ne,Ne
7/28/15 8:23,Ne,Ne
7/28/15 8:22,Ne,Taip
7/28/15 8:21,Ne,Taip
7/28/15 8:20,Ne,Ne
7/28/15 8:02,"Jei ne, kodėl? Jūsų pasiūlymai. Reikia vengti nereikalingu išlaidu, biudžetas ir taip skylėtas.",Ne
7/28/15 8:02,"Jei ne, kodėl? Jūsų pasiūlymai. Viena gatve turėtų būti važiuojama link Rotušės, kita - nuo jos. Apkrauti vieną gatve abipusiu eismu yra didžiulis neigiamas sprendimas tos gatvės gyventojams.","Jei ne, kur siūlytumėte įrengti? o mokslo? o kitiems nusipelniusiems?"
7/28/15 8:01,Taip,Taip
7/28/15 7:59,Taip,Taip
7/28/15 7:43,Ne,Ne
7/28/15 7:42,Ne,Ne
7/28/15 7:23,Ne,Taip
7/28/15 7:04,Ne,Ne
7/28/15 6:59,Taip,Ne
7/28/15 6:56,Ne,Ne
7/28/15 5:57,Taip,Ne
7/28/15 2:39,Taip,Taip
7/28/15 1:40,Ne,Taip
7/28/15 0:17,Ne,Ne
7/28/15 0:09,Taip,Ne
7/28/15 0:08,Taip,Ne
7/28/15 0:08,Taip,Ne
7/28/15 0:08,Taip,Ne
7/28/15 0:07,Taip,Ne
7/28/15 0:07,Taip,Ne
7/28/15 0:07,Taip,Ne
7/28/15 0:07,Taip,Ne
7/28/15 0:07,Taip,Ne
7/28/15 0:07,Taip,Ne
7/28/15 0:06,Taip,Ne
7/28/15 0:06,Taip,Ne
7/28/15 0:06,Taip,Ne
7/28/15 0:06,Taip,Ne
7/28/15 0:05,Taip,Ne
7/28/15 0:05,Taip,Ne
7/28/15 0:05,Taip,Ne
7/28/15 0:05,Taip,Ne
7/28/15 0:05,Taip,Ne
7/28/15 0:04,Taip,Ne
7/28/15 0:04,Taip,Ne
7/28/15 0:04,Taip,Ne
7/27/15 23:51,Taip,Ne
7/27/15 23:03,Taip,Taip
7/27/15 22:59,Taip,Ne
7/27/15 22:27,Taip,Ne
7/27/15 22:27,Taip,"Jei ne, kur siūlytumėte įrengti? Maziau statisku monumentu, daugiau gyvos kulturos. Toks dalykas tegu buna muziejuose,  teatru foje. O viesasias erdves palikime tiems, kurie kuria istorija dabar. Kurkime ateiti,  o ne statykime stabus praeiciai."
7/27/15 22:04,Taip,Ne
7/27/15 22:03,Taip,Ne
7/27/15 22:03,Taip,Ne
7/27/15 22:02,Taip,Ne
7/27/15 22:02,Taip,Ne
7/27/15 22:01,Taip,Ne
7/27/15 22:01,Taip,Ne
7/27/15 22:01,Taip,Ne
7/27/15 22:00,Taip,Ne
7/27/15 22:00,Taip,Ne
7/27/15 21:59,Taip,Ne
7/27/15 21:58,Taip,Ne
7/27/15 21:57,Taip,Ne
7/27/15 21:57,Taip,Taip
7/27/15 21:57,Taip,Ne
7/27/15 21:56,Taip,Ne
7/27/15 21:56,Taip,Taip
7/27/15 21:55,Taip,Taip
7/27/15 21:55,Taip,Taip
7/27/15 21:54,Taip,Taip
7/27/15 21:54,Taip,Taip
7/27/15 21:54,Taip,Taip
7/27/15 21:53,Taip,Taip
7/27/15 21:53,Taip,Taip
7/27/15 21:52,Taip,Taip
7/27/15 21:52,Taip,Taip
7/27/15 21:51,Taip,Taip
7/27/15 21:50,Ne,Ne
7/27/15 21:49,Ne,Taip
7/27/15 21:32,Taip,"Jei ne, kur siūlytumėte įrengti? Neries krantinėje, pvz."
7/27/15 20:46,Ne,Ne
7/27/15 20:46,Ne,Ne
7/27/15 20:46,Ne,Ne
7/27/15 20:46,Ne,Ne
7/27/15 20:46,Ne,Ne
7/27/15 20:46,Ne,Ne
7/27/15 20:46,Ne,Ne
7/27/15 20:46,Ne,Ne
7/27/15 20:46,Ne,Ne
7/27/15 20:45,Ne,Ne
7/27/15 20:45,Ne,Ne
7/27/15 20:45,Ne,Ne
7/27/15 20:45,Ne,Ne
7/27/15 20:45,Ne,Ne
7/27/15 20:45,Ne,Ne
7/27/15 20:45,Ne,Ne
7/27/15 20:45,Ne,Ne
7/27/15 20:45,Ne,Ne
7/27/15 20:45,Ne,Ne
7/27/15 20:45,Ne,Ne
7/27/15 20:45,Ne,Ne
7/27/15 20:45,Ne,Ne
7/27/15 20:45,Ne,Ne
7/27/15 20:45,Ne,Ne
7/27/15 20:45,Ne,Ne
7/27/15 20:45,Ne,Ne
7/27/15 20:44,Ne,Ne
7/27/15 20:44,Ne,Ne
7/27/15 20:44,Ne,Ne
7/27/15 20:44,Ne,Ne
7/27/15 20:44,Ne,Ne
7/27/15 20:44,Ne,Ne
7/27/15 20:44,Ne,Ne
7/27/15 20:44,Ne,Ne
7/27/15 20:44,Ne,Ne
7/27/15 20:44,Ne,Ne
7/27/15 20:44,Ne,Ne
7/27/15 20:44,Ne,Ne
7/27/15 20:44,Ne,Ne
7/27/15 20:44,Ne,Ne
7/27/15 20:44,Ne,Ne
7/27/15 20:44,Ne,Ne
7/27/15 20:43,Ne,Ne
7/27/15 20:43,Ne,Ne
7/27/15 20:43,Ne,Ne
7/27/15 20:43,Ne,Ne
7/27/15 20:43,Ne,Ne
7/27/15 20:43,Ne,Ne
7/27/15 20:43,Ne,Ne
7/27/15 20:43,Ne,Ne
7/27/15 20:43,Ne,Ne
7/27/15 20:43,Ne,Ne
7/27/15 20:43,Ne,Ne
7/27/15 20:43,Ne,Ne
7/27/15 20:42,Ne,Ne
7/27/15 20:39,Taip,Taip
7/27/15 20:24,Taip,Taip
7/27/15 20:17,Taip,Ne
7/27/15 20:15,Taip,Ne
7/27/15 20:11,Taip,Taip
7/27/15 19:40,Ne,Taip
7/27/15 19:39,Ne,Ne
7/27/15 19:39,Ne,Ne
7/27/15 19:38,Ne,Taip
7/27/15 19:35,Taip,Taip
7/27/15 19:33,Taip,Ne
7/27/15 19:33,"Jei ne, kodėl? Jūsų pasiūlymai. Išdalies ne. Todėl, kad siūloma yra vientupsio eismo gatvę, dešinėje pusėje Vokiečių g., panaikinti ir palikti ją pestiesiems. Toje pusėje yra naudojamų kiemų tiek gyventojų privažiavimui automobiliu tiek dirbantiems žmonėms pasilikti automobilius kieme, tiek visam aptarnaujančiam personalui.",Ne
7/27/15 19:32,Taip,Ne
7/27/15 19:24,Ne,Taip
7/27/15 19:20,Taip,Taip
7/27/15 19:16,Ne,Ne
7/27/15 19:15,Taip,Ne
7/27/15 19:10,Taip,Taip
7/27/15 18:54,Taip,Ne
7/27/15 18:22,Taip,Taip
7/27/15 18:20,Taip,Ne
7/27/15 18:10,Taip,Ne
7/27/15 18:09,Ne,Taip
7/27/15 18:08,Taip,Ne
7/27/15 18:08,Taip,Taip
7/27/15 18:02,Taip,Ne
7/27/15 17:48,Taip,Taip
7/27/15 17:46,Taip,Ne
7/27/15 17:45,Taip,Ne
7/27/15 17:42,Ne,Ne
7/27/15 17:36,Ne,Ne
7/27/15 17:34,Taip,Taip
7/27/15 17:29,Taip,Taip
7/27/15 17:23,Taip,"Jei ne, kur siūlytumėte įrengti? Pilies g. arba kitos, siauresnės, neprižiūrėtos Senamiesčio gatvės"
7/27/15 17:11,Taip,Taip
7/27/15 17:05,Taip,Taip
7/27/15 16:57,Taip,Ne
7/27/15 16:55,Taip,Ne
7/27/15 16:51,Taip,Taip
7/27/15 16:44,Taip,Taip
7/27/15 16:43,Ne,Ne
7/27/15 16:42,Taip,Taip
7/27/15 16:41,Taip,"Jei ne, kur siūlytumėte įrengti? Vieta nėra tinkama. Idėją puikiai galima realizuoti Bernardinų sode."
7/27/15 16:37,Ne,"Jei ne, kur siūlytumėte įrengti? Palangoje, Basanaviciaus alejoj"
7/27/15 16:35,Taip,Taip
7/27/15 16:35,Taip,Ne
7/27/15 16:34,Taip,Ne
7/27/15 16:27,Taip,Taip
7/27/15 16:27,Taip,Taip
7/27/15 16:23,Taip,Taip
7/27/15 16:21,Taip,Ne
7/27/15 16:15,Taip,Ne
7/27/15 16:12,Taip,Taip
7/27/15 16:10,Taip,"Jei ne, kur siūlytumėte įrengti? Įrengti neries krantinėje ar  savivaldybės aikštėje. Senamiesčui tai visiškai netikusi idėja ir nesiderina prie istorinio vaizdo."
7/27/15 16:08,Taip,Ne
7/27/15 16:07,Ne,Ne
7/27/15 16:07,Taip,Taip
7/27/15 16:06,Taip,Ne
7/27/15 16:04,Taip,Ne
7/27/15 16:02,Ne,Ne
7/27/15 16:01,Ne,Ne
7/27/15 16:00,Taip,Taip
7/27/15 16:00,Ne,Ne
7/27/15 15:59,Taip,Taip
7/27/15 15:59,Taip,Taip
7/27/15 15:58,Taip,Taip
7/27/15 15:58,"Jei ne, kodėl? Jūsų pasiūlymai. rekonstrukcijos reikia. bet reikia ilgiau padirbeti siuo klausymu.","Jei ne, kur siūlytumėte įrengti? yra jau irengta. nereikia."
7/27/15 15:57,Taip,Taip
7/27/15 15:57,Taip,Taip
7/27/15 15:55,Taip,Ne
7/27/15 15:55,Taip,Taip
7/27/15 15:54,Ne,Ne
7/27/15 15:52,Ne,Ne
7/27/15 15:52,Ne,Ne
7/27/15 15:48,Ne,Ne
7/27/15 15:44,Taip,Taip
7/27/15 15:42,Taip,Ne
7/27/15 15:41,Taip,Ne
7/27/15 15:41,Taip,"Jei ne, kur siūlytumėte įrengti? Literatų gatvėje, arba jos pavyzdžiu tą patį padaryčiau užupyje, kylant į kalną nuo angelo iki Jono Meko skersvėjo."
7/27/15 15:37,Ne,Ne
7/27/15 15:37,Taip,Ne
7/27/15 15:36,Taip,Taip
7/27/15 15:36,Taip,Taip
7/27/15 15:33,Taip,Ne
7/27/15 15:33,Taip,Ne
7/27/15 15:32,Taip,Ne
7/27/15 15:31,Taip,Taip
7/27/15 15:31,Taip,Taip
7/27/15 15:30,Taip,Ne
7/27/15 15:29,Taip,Taip
7/27/15 15:27,Taip,Taip
7/27/15 15:23,Taip,Ne
7/27/15 15:16,Taip,Ne
7/27/15 15:05,Taip,Taip
7/27/15 15:03,Taip,Ne
7/27/15 15:02,Taip,Taip
7/27/15 15:00,Taip,"Jei ne, kur siūlytumėte įrengti? Tarp Baltojo tilto ir Forum Palace vietos visiems meno veikėjams užteks"
7/27/15 15:00,Taip,Ne
7/27/15 14:59,Taip,Ne
7/27/15 14:59,Ne,Ne
7/27/15 14:59,Taip,Ne
7/27/15 14:58,Taip,Ne
7/27/15 14:58,Taip,Ne
7/27/15 14:58,Taip,Ne
7/27/15 14:58,Taip,Ne
7/27/15 14:58,Taip,Taip
7/27/15 14:55,"Jei ne, kodėl? Jūsų pasiūlymai. Dviračių takas naudingesnis, kaip Gedimino prospekte. Tada per dviračių ir pėstieji nevaikšto ir automobiliai turi kur važiuoti.",Ne
7/27/15 14:55,Taip,"Jei ne, kur siūlytumėte įrengti? Konstitucijos pr., Gedimino pr."
7/27/15 14:54,Ne,Ne
7/27/15 14:54,Taip,Ne
7/27/15 14:53,Taip,Ne
7/27/15 14:48,Taip,Ne
7/27/15 14:45,Taip,Ne
7/27/15 14:41,Ne,Ne
7/27/15 14:40,Ne,Taip
7/27/15 14:39,Taip,"Jei ne, kur siūlytumėte įrengti? Konstitucijos prospekte. Vokiečių gatvė tam yra tikrai per sena."
7/27/15 14:37,Ne,Ne
7/27/15 14:28,Taip,Ne
7/27/15 14:26,Taip,Ne
7/27/15 14:25,"Jei ne, kodėl? Jūsų pasiūlymai. Iš esmės pritariu, tačiau siūlyčiau apsvarstyti idėją, jog ir senieji šviestuvai būtų pakeisti naujaisiais LED.","Jei ne, kur siūlytumėte įrengti? Gedimino pr. dalyje einančioje nuo Pirklių rūmų Seimo link. Tai galbūt padėtų išspręsti problemas, kad ta Gedimino pr. dalis yra mažiau aktyvi ir sutraukia mažesnį žmonių kiekį, o restoranams ir parduotuvėms sunkiau išsilaikyti dėl mažesnių srautų."
7/27/15 14:22,Taip,Ne
7/27/15 14:20,Taip,Ne
7/27/15 14:19,Ne,Ne
7/27/15 14:14,Taip,Ne
7/27/15 13:55,Taip,Ne
7/27/15 13:52,Ne,Ne
7/27/15 13:49,Ne,Taip
7/27/15 13:46,Taip,"Jei ne, kur siūlytumėte įrengti? Laukuose"
7/27/15 13:46,Ne,Ne
7/27/15 13:36,Ne,Ne
7/27/15 13:29,Taip,Taip
7/27/15 13:27,Ne,Taip
7/27/15 13:23,Taip,Taip
7/27/15 13:23,Taip,Taip
7/27/15 13:11,Ne,Taip
7/27/15 12:52,Taip,Taip
7/27/15 12:49,Taip,Ne
7/27/15 12:40,Ne,Taip
7/27/15 12:17,"Jei ne, kodėl? Jūsų pasiūlymai. Vokiečių gatvė - sutvarkius šiukšlių problemą ir grafičius atrodo pakankamai neblogai ir dėl jos nėra gėda, bet štai skverelis Pylimo gatvėje ar Sodo/Gėlių kvartalas yra  senamiesčio piktžaizdės; išlizginta Vokičių gatvė tik pademonstruotų atotrūkį tarp miestui svarbių ir nesvarbių zonų.","Jei ne, kur siūlytumėte įrengti? Neries krantinė, gedimino prospektas."
7/27/15 12:15,Taip,Ne
7/27/15 12:13,Taip,Ne
7/27/15 12:13,Taip,Ne
7/27/15 12:10,Taip,Ne
7/27/15 12:09,Taip,Ne
7/27/15 12:07,Taip,Taip
7/27/15 12:06,Taip,Ne
7/27/15 12:06,Ne,Ne
7/27/15 11:55,Ne,Ne
7/27/15 11:53,Ne,Taip
7/27/15 11:38,Taip,"Jei ne, kur siūlytumėte įrengti? Konstitucijos pr."
7/27/15 11:31,"Jei ne, kodėl? Jūsų pasiūlymai. Tai kosmetinis patvarkymo projektas, o reiktų labiau įsigilinti į istorinį užstatymą ir gyventojų bei naudotojų poreikius","Jei ne, kur siūlytumėte įrengti? Konstitucijos prospektas, Neries krantinės - Naujamiestyje"
7/27/15 11:29,Ne,"Jei ne, kur siūlytumėte įrengti? Lukiškių aikštėje, Gedimino prospekte"
7/27/15 11:29,Ne,Ne
7/27/15 11:28,,
7/27/15 11:28,"Jei ne, kodėl? Jūsų pasiūlymai. Todėl, kad miestas skolose. Galima spręsti kitas problemas, o ne rekonstruoti tai, ką sąlyginai neseniai remontavo",
7/27/15 11:26,Taip,Ne
7/27/15 11:25,Taip,"Jei ne, kur siūlytumėte įrengti? Niekur"
7/27/15 11:23,Ne,Ne
7/27/15 11:13,Ne,Ne
7/27/15 11:05,Ne,Taip
7/27/15 11:02,"Jei ne, kodėl? Jūsų pasiūlymai. Ne, nes tuoj reikės perkloti Gedimino pr. trinkeles.

Ne, nes geriau sutvarkyti Vilniaus gatvę.","Jei ne, kur siūlytumėte įrengti? Savivaldybės kabinetuose ar koridoriuose labai tiktų politikų, merų žvaigždės."
7/27/15 11:02,"Jei ne, kodėl? Jūsų pasiūlymai. geriau gatves palopytų už tuos pinigus","Jei ne, kur siūlytumėte įrengti? per mažai vietos. Jie įamžinti knygose ir skveruose."
7/27/15 10:57,Ne,Taip
7/27/15 10:36,Taip,Taip
7/27/15 10:27,Ne,Ne
7/27/15 10:18,"Jei ne, kodėl? Jūsų pasiūlymai. Sveiki, iš principo viskas gerai, tik turiu keletą pastabų dėl dviračių tako. Reikėtų numatyti priemones, kad parkuojami automobiliai neturėtų galimybės ""užlipti"" ant dviračių važiuojamosios dalies- turiu galvoje, kad nebūtų savavališkai statomi istrižai, kad ""daugiau sutilptų"" taip įžengiant į dviračių taką su bamperiais ir t.t. Taip pat didelis prašymas būtų kiek įmanoma platinti dviračių tako plotį- bent iki 3 metrų. Idėja atskirti auto-dviračių-pėsčiųjų srautus- super!",Ne
7/27/15 10:12,Ne,Ne
7/27/15 10:12,Ne,Ne
7/27/15 10:12,Ne,Ne
7/27/15 10:12,Ne,Ne
7/27/15 10:12,Ne,Ne
7/27/15 10:12,Ne,Ne
7/27/15 10:12,Ne,Ne
7/27/15 10:12,Ne,Ne
7/27/15 10:12,Ne,Ne
7/27/15 10:11,Ne,Ne
7/27/15 10:11,Ne,Ne
7/27/15 10:11,Ne,Ne
7/27/15 10:11,Ne,Ne
7/27/15 10:11,Ne,Ne
7/27/15 10:11,Ne,Ne
7/27/15 10:11,Ne,Ne
7/27/15 10:11,Ne,Ne
7/27/15 10:11,Ne,Ne
7/27/15 10:11,Ne,Ne
7/27/15 10:11,Ne,Ne
7/27/15 10:11,Ne,Ne
7/27/15 10:11,Ne,Ne
7/27/15 10:11,Ne,Ne
7/27/15 10:11,Ne,Ne
7/27/15 10:11,Ne,Ne
7/27/15 10:11,Ne,Ne
7/27/15 10:10,Ne,Ne
7/27/15 10:02,Taip,Ne
7/27/15 9:58,Taip,Taip
7/27/15 9:48,Taip,Ne
7/27/15 9:48,Ne,Ne
7/27/15 9:48,Ne,Ne
7/27/15 9:47,Ne,Ne
7/27/15 9:47,Ne,Ne
7/27/15 9:47,Ne,Ne
7/27/15 9:47,Ne,Ne
7/27/15 9:47,Ne,Ne
7/27/15 9:47,Ne,Ne
7/27/15 9:47,Ne,Ne
7/27/15 9:47,Ne,Ne
7/27/15 9:47,Ne,Ne
7/27/15 9:47,Ne,Ne
7/27/15 9:47,Ne,Ne
7/27/15 9:47,Ne,Ne
7/27/15 9:47,Ne,Ne
7/27/15 9:47,Ne,Ne
7/27/15 9:47,Ne,Ne
7/27/15 9:46,Ne,Ne
7/27/15 9:46,Ne,Ne
7/27/15 9:46,Ne,Ne
7/27/15 9:46,Ne,Ne
7/27/15 9:46,Ne,Ne
7/27/15 9:46,Ne,Ne
7/27/15 9:46,Ne,Ne
7/27/15 9:45,Ne,Ne
7/27/15 9:45,Ne,Ne
7/27/15 9:45,Ne,Ne
7/27/15 9:45,Ne,Ne
7/27/15 9:45,Ne,Ne
7/27/15 9:45,Ne,Ne
7/27/15 9:45,Ne,Ne
7/27/15 9:45,Ne,Ne
7/27/15 9:45,Ne,Ne
7/27/15 9:45,Ne,Ne
7/27/15 9:45,Ne,Ne
7/27/15 9:45,Ne,Ne
7/27/15 9:45,Ne,Ne
7/27/15 9:45,Ne,Ne
7/27/15 9:45,Ne,Ne
7/27/15 9:45,Ne,Ne
7/27/15 9:44,Ne,Ne
7/27/15 9:44,Ne,Ne
7/27/15 9:44,Ne,Ne
7/27/15 9:44,Ne,Ne
7/27/15 9:44,Ne,Ne
7/27/15 9:44,Ne,Ne
7/27/15 9:44,Ne,Ne
7/27/15 9:44,Ne,Ne
7/27/15 9:44,Ne,Ne
7/27/15 9:44,Ne,Ne
7/27/15 9:43,Ne,Ne
7/27/15 9:43,Ne,Ne
7/27/15 9:35,Taip,Taip
7/27/15 9:34,Ne,Ne
7/27/15 9:30,"Jei ne, kodėl? Jūsų pasiūlymai. Viskas labai gražu, bet kur DVIRAČIŲ takas?","Jei ne, kur siūlytumėte įrengti? Ne, jeigu tai bus daroma taip pat senamadiškai, kaip, su visu pagarba, V. Kudirkos aikštėje. Moderniame mieste turi vyrauti modernizmas ir šiuolaikinis menas."
7/27/15 9:16,Taip,Ne
7/27/15 9:03,Taip,Taip
7/27/15 8:51,Taip,"Jei ne, kur siūlytumėte įrengti? Gedimino ar Konstitucijos prospekte"
7/27/15 8:46,Ne,Taip
7/27/15 8:42,Taip,Taip
7/27/15 8:39,Taip,Ne
7/27/15 8:18,Taip,Ne
7/27/15 8:16,Ne,Ne
7/27/15 8:15,Ne,Ne
7/27/15 8:15,Ne,Ne
7/27/15 8:11,Taip,Taip
7/27/15 8:11,"Jei ne, kodėl? Jūsų pasiūlymai. Esu už senų medžių išsaugojimą!",Taip
7/27/15 8:02,Ne,Ne
7/27/15 7:55,Taip,Ne
7/27/15 7:49,Taip,Ne
7/27/15 7:23,Taip,Ne
7/27/15 3:42,"Jei ne, kodėl? Jūsų pasiūlymai. Butina issaugoti medzius.","Jei ne, kur siūlytumėte įrengti? Aiksteje tarp operos ir baleto teatro ir Kongresu rumu."
7/27/15 1:56,Ne,Ne
7/27/15 1:55,Ne,Ne
7/27/15 1:51,Ne,Ne
7/27/15 1:45,Ne,Ne
7/27/15 1:07,Taip,Taip
7/27/15 0:59,"Jei ne, kodėl? Jūsų pasiūlymai. Dviraciu takai turetu buti tiesiog uzdazyti ant gatves vaziuojamosios dalies, kaip gedimino prospekte",Ne
7/27/15 0:52,Ne,Ne
7/27/15 0:45,Ne,Taip
7/27/15 0:29,Taip,Ne
7/27/15 0:27,Ne,Ne
7/27/15 0:26,Ne,Taip
7/27/15 0:15,Taip,Taip
7/27/15 0:12,Ne,Taip
7/27/15 0:11,Taip,Ne
7/26/15 23:57,Ne,Ne
7/26/15 23:56,Ne,Ne
7/26/15 23:49,Ne,Taip
7/26/15 23:40,Taip,"Jei ne, kur siūlytumėte įrengti? Užupyje"
7/26/15 23:23,Taip,Ne
7/26/15 23:23,Ne,Ne
7/26/15 23:19,Ne,"Jei ne, kur siūlytumėte įrengti? Istoriskai labai svarbi miesto vieta. imazinti menininkus galima ir naujose erdvese."
7/26/15 23:09,Ne,Ne
7/26/15 23:08,Ne,Ne
7/26/15 23:07,Ne,Ne
7/26/15 23:07,Ne,Ne
7/26/15 23:07,Ne,Taip
7/26/15 23:07,Ne,Ne
7/26/15 23:06,Ne,Ne
7/26/15 23:03,Ne,Taip
7/26/15 23:02,Taip,Ne
7/26/15 22:58,Taip,Taip
7/26/15 22:52,Ne,Ne
7/26/15 22:47,Taip,Ne
7/26/15 22:45,Ne,Ne
7/26/15 22:19,Ne,Ne
7/26/15 22:19,Ne,Ne
7/26/15 22:18,"Jei ne, kodėl? Jūsų pasiūlymai. nes nera tikslo pakeisti kelias plyteles ir sviestuvus, nerimta tai vadinti rekonstrukcija. paziurekit i vilniaus gatve, ten koja issisukt galima beeinant, saligatviai baisus.o vokieciu gatve neseniai tvarkyta",
7/26/15 22:16,Ne,Ne
7/26/15 22:14,Taip,Ne
7/26/15 22:13,Taip,Ne
7/26/15 22:04,Taip,Ne
7/26/15 21:58,Taip,Taip
7/26/15 21:56,Taip,Taip
7/26/15 21:54,Taip,Ne
7/26/15 21:46,Ne,Ne
7/26/15 21:46,Ne,"Jei ne, kur siūlytumėte įrengti? Europos aikštėje. Sereikiškių parke. Vingio parke."
7/26/15 21:46,"Jei ne, kodėl? Jūsų pasiūlymai. Prieš medžių kirtimą",Ne
7/26/15 21:40,Ne,Ne
7/26/15 21:40,Ne,Ne
7/26/15 21:39,"Jei ne, kodėl? Jūsų pasiūlymai. medžių kirsti nevalia",Ne
7/26/15 21:39,"Jei ne, kodėl? Jūsų pasiūlymai.","Jei ne, kur siūlytumėte įrengti?"
7/26/15 21:39,,
7/26/15 21:38,Ne,Taip
7/26/15 21:38,Ne,Ne
7/26/15 21:35,Ne,Ne
7/26/15 21:35,Ne,Ne
7/26/15 21:34,Ne,Ne
7/26/15 21:32,Taip,Taip
7/26/15 21:31,Ne,Ne
7/26/15 21:27,Ne,Ne
7/26/15 21:26,Taip,Taip
7/26/15 21:25,Taip,Taip
7/26/15 21:25,Ne,Ne
7/26/15 21:23,Ne,Ne
7/26/15 21:23,Ne,Ne
7/26/15 21:20,Taip,Taip
7/26/15 21:18,Taip,Ne
7/26/15 21:16,Ne,Ne
7/26/15 21:15,Ne,Ne
7/26/15 21:14,Ne,Ne
7/26/15 21:08,Taip,Taip
7/26/15 21:06,Ne,Ne
7/26/15 21:06,Ne,Ne
7/26/15 21:05,Ne,Ne
7/26/15 21:05,Ne,Ne
7/26/15 21:05,Ne,Ne
7/26/15 21:05,Ne,Ne
7/26/15 21:05,Ne,Ne
7/26/15 21:05,Ne,Ne
7/26/15 21:05,Ne,Ne
7/26/15 21:05,Ne,Ne
7/26/15 21:04,Ne,Ne
7/26/15 21:04,Ne,Ne
7/26/15 21:04,Ne,Ne
7/26/15 21:04,Ne,Ne
7/26/15 21:04,Ne,Ne
7/26/15 21:04,Ne,Ne
7/26/15 21:03,Ne,Ne
7/26/15 21:03,Ne,Ne
7/26/15 21:03,Ne,Ne
7/26/15 21:03,Ne,Ne
7/26/15 21:03,Ne,Ne
7/26/15 21:03,Ne,Ne
7/26/15 21:03,Ne,Ne
7/26/15 21:02,Ne,Ne
7/26/15 21:02,"Jei ne, kodėl? Jūsų pasiūlymai. plyteles pakeisti ir medžius nukirsti ?","Jei ne, kur siūlytumėte įrengti? niekur"
7/26/15 21:01,"Jei ne, kodėl? Jūsų pasiūlymai. pinigų užteks tik plytelėm pakeisti ir medžiams nukirsti","Jei ne, kur siūlytumėte įrengti? niekur"
7/26/15 21:00,Ne,Ne
7/26/15 20:58,"Jei ne, kodėl? Jūsų pasiūlymai. per mažas biudžetas","Jei ne, kur siūlytumėte įrengti? niekur"
7/26/15 20:57,Taip,Taip
7/26/15 20:49,Taip,Ne
7/26/15 20:46,Taip,Ne
7/26/15 20:44,Ne,Ne
7/26/15 20:35,Taip,Ne
7/26/15 20:22,Taip,Ne
7/26/15 20:21,Ne,Ne
7/26/15 20:18,Taip,Ne
7/26/15 20:12,Taip,Ne
7/26/15 20:10,Ne,Ne
7/26/15 20:09,Ne,Ne
7/26/15 20:00,Taip,Ne
7/26/15 19:52,Taip,Taip
7/26/15 19:50,Taip,"Jei ne, kur siūlytumėte įrengti? Nereikalinga apskritai"
7/26/15 19:36,Taip,Taip
7/26/15 19:29,Ne,Ne
7/26/15 19:03,Taip,Ne
7/26/15 19:03,Taip,Ne
7/26/15 19:02,Taip,Ne
